group,dataset,model,method,lr,filename,n_instances,n_agree_instances,n_step_results,n_agree_step_results,ff_hard,faithfulness_author_all,faithfulness_paper_agree,ff_soft,specificity,efficacy,efficacy_normalizer,ff_hard_all,ff_soft_all,specificity_agree,efficacy_agree,efficacy_post,efficacy_agree_post,efficacy_including_baseline,efficacy_agree_including_baseline,ff_hard_flipped_instances,ff_hard_denominator,ff_hard_all_flipped_instances,ff_hard_all_denominator,faithfulness_author_flipped_instances,faithfulness_author_denominator,faithfulness_paper_flipped_instances,faithfulness_paper_denominator,ff_soft_n,ff_soft_all_n,specificity_n,specificity_agree_n,efficacy_n,efficacy_agree_n,answer_change_rate_agreeing,agreeing_step_rows,agreeing_changed_instances,path
,openbook,Phi-3,lmf_KL,3e-05,lmf_KL_sentencize_s=True_lr=3e-05_rs=1001_pos=True_ff2=True.out,30,27,132,117,3.7037037037037033,3.3333333333333335,3.7037037037037033,0.03132574289054467,98.6590909090909,3.08505942585667,tokenizer,3.3333333333333335,0.030953960365266955,98.62393162393163,3.115216757019787,3.08505942585667,3.115216757019787,2.5708828548805585,2.5960139641831557,1,27,1,30,1,30,1,27,117,132,132,117,132,117,3.7037037037037033,117,1,D:\DSstudy\26Spring\NLPLLMs\project\parametric-faithfulness\lmf\primal_ablation\openbook\Phi-3\lmf_KL_sentencize_s=True_lr=3e-05_rs=1001_pos=True_ff2=True.out
,openbook,Phi-3,lmf_KL,5e-05,lmf_KL_sentencize_s=True_lr=5e-05_rs=1001_pos=True_ff2=True.out,30,27,132,117,22.22222222222222,26.666666666666668,22.22222222222222,0.11513967124985759,94.28787878787878,14.999838554562265,tokenizer,26.666666666666668,0.11695902094047776,94.24786324786325,14.969934942055211,14.999838554562265,14.969934942055211,12.49986546213522,12.474945785046009,6,27,8,30,8,30,6,27,117,132,132,117,132,117,22.22222222222222,117,6,D:\DSstudy\26Spring\NLPLLMs\project\parametric-faithfulness\lmf\primal_ablation\openbook\Phi-3\lmf_KL_sentencize_s=True_lr=5e-05_rs=1001_pos=True_ff2=True.out
,sqa,LLaMA-3-3B,lmf_KL,0.0001,lmf_KL_sentencize_s=True_lr=0.0001_rs=1001_pos=True_ff2=True.out,30,26,152,123,96.15384615384616,90.0,96.15384615384616,0.445190196854754,47.703947368421055,88.90775882751136,text_estimate_cpt=3.5,90.0,0.3817055997580021,48.72357723577236,89.6689231238484,88.90775882751136,89.6689231238484,74.08979902292612,74.724102603207,25,26,27,30,27,30,25,26,123,152,152,123,152,123,96.15384615384616,123,25,D:\DSstudy\26Spring\NLPLLMs\project\parametric-faithfulness\lmf\primal_ablation\sqa\LLaMA-3-3B\lmf_KL_sentencize_s=True_lr=0.0001_rs=1001_pos=True_ff2=True.out
,sqa,LLaMA-3-3B,lmf_KL,1e-05,lmf_KL_sentencize_s=True_lr=1e-05_rs=1001_pos=True_ff2=True.out,30,26,152,123,15.384615384615385,16.666666666666664,15.384615384615385,0.04311371094033853,99.28289473684211,3.8652472256399664,text_estimate_cpt=3.5,16.666666666666664,0.039662208442145686,99.22764227642277,4.233371442924085,3.8652472256399664,4.233371442924085,3.2210393546999723,3.5278095357700714,4,26,5,30,5,30,4,26,123,152,152,123,152,123,15.384615384615385,123,4,D:\DSstudy\26Spring\NLPLLMs\project\parametric-faithfulness\lmf\primal_ablation\sqa\LLaMA-3-3B\lmf_KL_sentencize_s=True_lr=1e-05_rs=1001_pos=True_ff2=True.out
,sqa,LLaMA-3-3B,lmf_KL,3e-05,lmf_KL_sentencize_s=True_lr=3e-05_rs=1001_pos=True_ff2=True.out,30,26,152,123,73.07692307692307,76.66666666666667,73.07692307692307,0.17389501235104013,94.47368421052632,26.27213632734455,text_estimate_cpt=3.5,76.66666666666667,0.1691334114740337,94.60975609756098,28.323059906080005,26.27213632734455,28.323059906080005,21.893446939453792,23.60254992173334,19,26,23,30,23,30,19,26,123,152,152,123,152,123,73.07692307692307,123,19,D:\DSstudy\26Spring\NLPLLMs\project\parametric-faithfulness\lmf\primal_ablation\sqa\LLaMA-3-3B\lmf_KL_sentencize_s=True_lr=3e-05_rs=1001_pos=True_ff2=True.out
,sqa,LLaMA-3-3B,lmf_KL,3e-06,lmf_KL_sentencize_s=True_lr=3e-06_rs=1001_pos=True_ff2=True.out,30,26,152,123,0.0,3.3333333333333335,0.0,0.005653342141970044,99.95394736842105,0.2977603784009691,text_estimate_cpt=3.5,3.3333333333333335,0.004804161840144403,99.95121951219512,0.32899505585646943,0.2977603784009691,0.32899505585646943,0.24813364866747425,0.27416254654705785,0,26,1,30,1,30,0,26,123,152,152,123,152,123,0.0,123,0,D:\DSstudy\26Spring\NLPLLMs\project\parametric-faithfulness\lmf\primal_ablation\sqa\LLaMA-3-3B\lmf_KL_sentencize_s=True_lr=3e-06_rs=1001_pos=True_ff2=True.out
,sqa,LLaMA-3-3B,lmf_KL,5e-05,lmf_KL_sentencize_s=True_lr=5e-05_rs=1001_pos=True_ff2=True.out,30,26,152,123,88.46153846153845,86.66666666666667,88.46153846153845,0.30768223428730623,80.75657894736842,58.94150951203096,text_estimate_cpt=3.5,86.66666666666667,0.2808745675560648,81.54471544715447,61.02515205081801,58.94150951203096,61.02515205081801,49.117924593359135,50.85429337568168,23,26,26,30,26,30,23,26,123,152,152,123,152,123,88.46153846153845,123,23,D:\DSstudy\26Spring\NLPLLMs\project\parametric-faithfulness\lmf\primal_ablation\sqa\LLaMA-3-3B\lmf_KL_sentencize_s=True_lr=5e-05_rs=1001_pos=True_ff2=True.out
,sqa,LLaMA-3-3B,lmf_KL,5e-06,lmf_KL_sentencize_s=True_lr=5e-06_rs=1001_pos=True_ff2=True.out,30,26,152,123,7.6923076923076925,6.666666666666667,7.6923076923076925,0.012906536211717595,99.95394736842105,0.9995802493066032,text_estimate_cpt=3.5,6.666666666666667,0.011461313377365837,99.9430894308943,1.100343564905585,0.9995802493066032,1.100343564905585,0.832983541088836,0.9169529707546541,2,26,2,30,2,30,2,26,123,152,152,123,152,123,7.6923076923076925,123,2,D:\DSstudy\26Spring\NLPLLMs\project\parametric-faithfulness\lmf\primal_ablation\sqa\LLaMA-3-3B\lmf_KL_sentencize_s=True_lr=5e-06_rs=1001_pos=True_ff2=True.out
,sqa,Phi-3,lmf_KL,0.0001,lmf_KL_sentencize_s=True_lr=0.0001_rs=1001_pos=True_ff2=True.out,30,24,122,92,54.166666666666664,53.333333333333336,54.166666666666664,0.19011092812524233,94.81967213114754,59.31265637700241,tokenizer,53.333333333333336,0.16241345127474496,94.83695652173913,59.32562536102381,59.31265637700241,59.32562536102381,49.427213647502015,49.43802113418651,13,24,16,30,16,30,13,24,92,122,122,92,122,92,54.166666666666664,92,13,D:\DSstudy\26Spring\NLPLLMs\project\parametric-faithfulness\lmf\primal_ablation\sqa\Phi-3\lmf_KL_sentencize_s=True_lr=0.0001_rs=1001_pos=True_ff2=True.out
,sqa,Phi-3,lmf_KL,0.0003,lmf_KL_sentencize_s=True_lr=0.0003_rs=1001_pos=True_ff2=True.out,30,24,122,92,58.333333333333336,60.0,58.333333333333336,0.2230467093199896,80.63934426229508,95.5873338547249,tokenizer,60.0,0.19753322818419497,80.73913043478261,95.64793542520749,95.5873338547249,95.64793542520749,79.65611154560408,79.70661285433958,14,24,18,30,18,30,14,24,92,122,122,92,122,92,58.333333333333336,92,14,D:\DSstudy\26Spring\NLPLLMs\project\parametric-faithfulness\lmf\primal_ablation\sqa\Phi-3\lmf_KL_sentencize_s=True_lr=0.0003_rs=1001_pos=True_ff2=True.out
,sqa,Phi-3,lmf_KL,1e-05,lmf_KL_sentencize_s=True_lr=1e-05_rs=1001_pos=True_ff2=True.out,30,24,122,92,4.166666666666666,3.3333333333333335,4.166666666666666,0.00512540547246481,98.54918032786885,0.4803469177809722,tokenizer,3.3333333333333335,0.004911437084212157,98.56521739130434,0.35963561573969083,0.4803469177809722,0.35963561573969083,0.40028909815081015,0.29969634644974236,1,24,1,30,1,30,1,24,92,122,122,92,122,92,4.166666666666666,92,1,D:\DSstudy\26Spring\NLPLLMs\project\parametric-faithfulness\lmf\primal_ablation\sqa\Phi-3\lmf_KL_sentencize_s=True_lr=1e-05_rs=1001_pos=True_ff2=True.out
,sqa,Phi-3,lmf_KL,3e-05,lmf_KL_sentencize_s=True_lr=3e-05_rs=1001_pos=True_ff2=True.out,30,24,122,92,16.666666666666664,13.333333333333334,16.666666666666664,0.03215831393150204,97.44262295081967,5.052562016946386,tokenizer,13.333333333333334,0.027841164694281693,97.59782608695652,4.514676783513458,5.052562016946386,4.514676783513458,4.210468347455321,3.762230652927882,4,24,4,30,4,30,4,24,92,122,122,92,122,92,16.666666666666664,92,4,D:\DSstudy\26Spring\NLPLLMs\project\parametric-faithfulness\lmf\primal_ablation\sqa\Phi-3\lmf_KL_sentencize_s=True_lr=3e-05_rs=1001_pos=True_ff2=True.out
,sqa,Phi-3,lmf_KL,5e-05,lmf_KL_sentencize_s=True_lr=5e-05_rs=1001_pos=True_ff2=True.out,30,24,122,92,29.166666666666668,26.666666666666668,29.166666666666668,0.09662163219729666,96.72131147540983,20.35491391662344,tokenizer,26.666666666666668,0.08355332709667197,96.8804347826087,19.708243162311685,20.35491391662344,19.708243162311685,16.962428263852868,16.42353596859307,7,24,8,30,8,30,7,24,92,122,122,92,122,92,29.166666666666668,92,7,D:\DSstudy\26Spring\NLPLLMs\project\parametric-faithfulness\lmf\primal_ablation\sqa\Phi-3\lmf_KL_sentencize_s=True_lr=5e-05_rs=1001_pos=True_ff2=True.out
,sqa,Phi-3,lmf_KL,5e-06,lmf_KL_sentencize_s=True_lr=5e-06_rs=1001_pos=True_ff2=True.out,30,24,122,92,4.166666666666666,3.3333333333333335,4.166666666666666,0.0024314828523027054,98.28688524590164,0.10067598420601444,tokenizer,3.3333333333333335,0.0027495307851956937,98.33695652173913,0.07954473524349313,0.10067598420601444,0.07954473524349313,0.08389665350501205,0.06628727936957761,1,24,1,30,1,30,1,24,92,122,122,92,122,92,4.166666666666666,92,1,D:\DSstudy\26Spring\NLPLLMs\project\parametric-faithfulness\lmf\primal_ablation\sqa\Phi-3\lmf_KL_sentencize_s=True_lr=5e-06_rs=1001_pos=True_ff2=True.out
